Member object ID or user principal name [memberObjectIdOrUpn] Required
a0d302cb-59ac-44d9-bd8d-08eac8663b5c
fcf1ab1f-ae0b-4931-97f1-824ca09af46d
1f2f6f11-6889-4704-87e3-30eb647b4cf2
3f5472dc-8ab9-464e-9abb-9e98139ce33f
c3d4fd28-77c5-4bba-9780-5c9825cbb39a
d9f778a1-aae3-40ca-bd14-b78cfeed3e5a
599c9278-d415-4bd5-9063-eb82aa70d13c
d63b51fe-ca2d-407e-85f3-ec2461aba66f
18774a69-3904-41ad-add5-b5c8cbcbf549
e433d6e2-26dc-4267-9a3e-052fd07da19e
c03eac6d-5a62-4502-91c5-486137f6bafd
7024208e-1dcb-4a33-938b-64a3e3938637
c18a428a-9814-4286-8c81-398570d6392a
9830a19c-2434-43ae-bc66-21f39a8fb2fd
948cbbfe-1bb1-4b69-b2d6-8fa249567f16
61e051c9-9a85-49b4-801e-0144bff23e5a
7cf41e37-2b1a-4e56-9d2a-df7d2ce1b7fb
fe4ef97d-2b2f-4089-8dc9-48b3dcbf6268
31cfc9d5-6f6c-4219-aaf5-91c62c975f71
4ed80910-54f6-4a3a-a5bf-38d824f6e304
eb4bcbf3-8258-4b0b-bea3-78c4db1fd832
2b56c273-e95d-4d5e-97b9-2c5caba0d6ab
04f3add4-e465-4d9b-a47c-bdfdb989dfce
6967d0d0-3c83-4b68-b05a-c18c5b4da0a8
9b3af29a-0802-4c4c-b496-9db72bdc7a41
8959d53e-7007-4799-9391-23edbdc7b836
2550982f-83cc-410e-9618-47b9cd0c0e69
bc615d62-425f-4572-96d8-2d3ac31c3b65
c0845fbc-0e1c-4d35-ba84-6e57f6c9ffa8
b79fad31-de0e-482a-b468-dd142ed8c8a4
19108157-e3fa-46f1-9bf5-e4dbb62b7d55
36827dfa-de03-46ef-8aea-16ab9932de06
f9088ea1-5757-4e5a-96b6-f1c9e929e99e
4d1ecf6f-a50d-44b5-b961-9bb84c1662ba
df3df2d2-1c6f-45e6-8136-3ed4510b7f7c
c038494f-bb47-45da-a1e6-748e70024b1f
6ef99a1c-a50e-4a5a-b93d-59c3092033a3
52cdfc8c-d8ce-466f-87a3-f75a92b4d9ce
ea28408a-2975-4178-85e2-9831c23ce16e
f3548699-1380-4abf-9fe0-bd6d6b5a8f33
5c087297-2604-417d-b833-c73cb986752c
c259500f-190d-410e-8f64-fdb1c924657d
cb06c5e4-0956-4e68-a3b9-f04fd2c7dcaa
3f35bdc0-9a5b-449d-a164-f65af06035f5
3357c4d6-3f83-4f29-9f7b-4153f8f61a6d
58332e2c-eef2-4c28-a537-c90a254fd00b
7c03883c-6d86-45b0-8804-416bc12f3c19
0ba15504-94ef-4af8-b947-8b46fd1f8364
095acbc5-b59e-4cdc-821c-b59f1f41f0a2
24843e85-9e92-47a2-8fce-6a9a4193bdb2
b3399cc9-57ea-4fd0-ad00-17df0c348a9e
ba1c4ec7-24c5-48e3-b713-2accbfceae4f
c98c663d-aa05-472d-9329-90a5e8c1917d
17fbea12-d3d7-493a-82b7-3d35b637c877
8219b492-faec-4bb2-ae02-50287fdd4c26
d42ff0ae-fa4a-4094-a198-78c896ab67f8
e285ec38-d084-46e3-8465-e007d9fdb902
aeb65bab-0fc9-4120-8357-2a31eca2c788
68bd22a7-ed87-4945-a37d-d63cec80fd73
35aa89f4-3bee-4aa0-b46f-0f6f12e2ed2e
f82088f4-012c-4bf6-b386-8fb9106008f8
b1085a2c-d205-448d-ad68-2bbef874787a
d315befa-0dab-4e02-b937-4cea5aeefc02
f0f68084-fce3-4347-89ba-b64ec06490b2
e57dada8-ebb7-4266-975c-53a3ea20fa14
29a81c7f-52b5-494d-b5e5-280b83c95310
1ac051a9-6658-4b2a-bff6-b2f3c88d30e0
dec1ae82-db84-4c86-bd08-ed5b59cd8db7
597e7d5f-e6b6-447b-9368-8feeeb7f35e1
7d16e6a7-6d84-4b38-a51d-b0cb62c163bc
1b347a53-d340-4a7f-84ea-6fb311da2f9c
227b1c94-f96c-4605-8167-433d6717f9df
0dc6af39-5b89-49fa-b975-bc44c90b676d
49a245e9-2fee-4e7c-ae18-5bfa1609e55c
09b08805-3cf3-4e75-a46b-27f6376ae715
184e123f-2d2b-41d9-865c-172ea57985bb
9d136727-2a42-4119-93dd-1fb9be0ab334
88d3752b-0005-4cd9-9138-adf6867e91a1
eb10ec2b-05f1-4380-83f2-cc0219dab1aa
987cf37f-4d85-4b5d-8a74-5cff72d32c30
fc2488e2-5552-401f-96f1-215cd24f173b
0ac6cf4b-61dc-45eb-b12f-eb4e6530fa21
764313e2-834d-4c5c-942a-664a87ae3e26
271d5421-b26e-4905-97bc-56f7bbdd1d81
30c11105-8b70-4b91-8164-972e150c0bf5
5f3c9712-6fbb-4305-ba0f-a782cc5eedf3
93c9664f-3113-4040-9c3c-5ce22fb6e7cc
e2ca121b-1a9f-4d2e-91ae-db022e9e244c
c4f52542-28a4-49e2-b4ec-76db54149cf5
11584169-fc5f-4d10-bf04-d46ac5c12734
b38b4578-d8df-47a8-b488-d92495017a4a
af0674a6-a856-4ce1-a3e2-4e613c16b9a8
2f23f42d-657c-4f91-83f1-a2c24e6eb922
71cf3607-5716-4586-a191-914a58a8926f
a7fa9d06-9387-46da-bbf3-94772bc0bd35
140c562b-9de9-47f6-8223-7b3e52260992
912c70eb-a4f2-42dc-bc21-004c1a38dadc
5811d152-192c-4934-814c-69c23c0204fe
3020a64c-b79a-4a57-a94c-07f3d83ca902
f501c7a2-3c15-4f39-bbe7-57d800193bec
